District,District Code,fiscal_year,total_expenditures,ppe_total,pupils_enrolled_plus_outplaced,pupils_enrolled_in_district,pupils_transported,exp_central_and_other_support_services,exp_enterprise_operations,exp_food_services,exp_instruction,exp_minor_school_construction,exp_operation_and_maintenance_of_plant,exp_student_transportation_services,exp_support_services_general_administration,exp_support_services_instruction,exp_support_services_school_based_administration,exp_support_services_students,ppe_central_and_other_support_services,ppe_enterprise_operations,ppe_food_services,ppe_instruction,ppe_minor_school_construction,ppe_operation_and_maintenance_of_plant,ppe_student_transportation_services,ppe_support_services_general_administration,ppe_support_services_instruction,ppe_support_services_school_based_administration,ppe_support_services_students,cpi_u,deflator,ppe_total_real,total_expenditures_real,exp_central_and_other_support_services_real,exp_enterprise_operations_real,exp_food_services_real,exp_instruction_real,exp_minor_school_construction_real,exp_operation_and_maintenance_of_plant_real,exp_student_transportation_services_real,exp_support_services_general_administration_real,exp_support_services_instruction_real,exp_support_services_school_based_administration_real,exp_support_services_students_real,ppe_central_and_other_support_services_real,ppe_enterprise_operations_real,ppe_food_services_real,ppe_instruction_real,ppe_minor_school_construction_real,ppe_operation_and_maintenance_of_plant_real,ppe_student_transportation_services_real,ppe_support_services_general_administration_real,ppe_support_services_instruction_real,ppe_support_services_school_based_administration_real,ppe_support_services_students_real
Middletown School District,0830011,2024,115498155.0,24962.0,4627.0,4335.0,4203.0,6120543.0,1683306.0,857337.0,63274413.0,,10659435.0,6056833.0,1958993.0,5978984.0,5959530.0,12948782.0,1412.0,388.0,198.0,13675.0,,2459.0,1441.0,452.0,1379.0,1375.0,2987.0,313.698,1.026343808376209,25619.594144686933,118540816.2631257,6281781.411950348,1727650.690702523,879922.5216418339,64941302.01118911,,10940245.113038657,6216393.0479187,2010600.336202335,6136493.20878042,6116526.716332269,13289902.231713306,1449.1974574272072,398.2213976499691,203.2160740584894,14035.25157954466,,2523.7794247970983,1478.9614278701174,463.9074013860465,1415.3281117507922,1411.2227365172876,3065.6889556197366
Milford School District,0840011,2024,139785393.0,25639.0,5452.0,5268.0,4187.0,279120.0,1707537.0,736423.0,96119632.0,,12986004.0,7080938.0,2783042.0,1873078.0,11767504.0,4452117.0,53.0,324.0,140.0,17630.0,,2465.0,1691.0,528.0,356.0,2234.0,845.0,313.698,1.026343808376209,26314.428902957625,143467872.6069851,286473.0837939675,1752520.0275232869,755823.186395833,98651789.16659974,,13328104.800948685,7267476.873795818,2856357.9251509416,1922422.007905693,12077504.870442273,4569402.717116463,54.39622184393908,332.53539391389177,143.68813317266927,18094.441341672566,,2529.9374876473553,1735.5473799641695,541.9095308226384,365.3783957819304,2292.8520679124513,867.2605180778967
Monroe School District,0850011,2024,69292443.0,19719.0,3514.0,3460.0,3474.0,1462414.0,813638.0,11291.0,44269999.0,,6060760.0,3737497.0,1276552.0,1992951.0,4839042.0,4828297.0,423.0,235.0,3.0,12598.0,,1752.0,1076.0,369.0,576.0,1399.0,1395.0,313.698,1.026343808376209,20238.473557370467,71117869.8403114,1500939.5541826854,835072.323559602,11588.447940375776,45436239.37047097,,6220423.500054193,3835956.9047746565,1310181.2412702665,2045452.9192471742,4966520.795172428,4955492.730951426,434.1434309431364,241.19079496840914,3.079031425128627,12929.879297923482,,1798.1543522751183,1104.345937812801,378.72086529082117,591.1740336246964,1435.8549879183165,1431.7496126848116
Montville School District,0860011,2024,46514154.0,21162.0,2198.0,2003.0,1946.0,485430.0,798186.0,0.0,30862013.0,,4509753.0,2687424.0,879626.0,628813.0,2223587.0,3439322.0,242.0,398.0,0.0,14041.0,,2251.0,1381.0,439.0,314.0,1110.0,1717.0,313.698,1.026343808376209,21719.487672857336,47739513.95975748,498218.07490006316,819213.2590325729,0.0,31675035.956576075,,4628557.068856034,2758220.982881625,902798.6987867313,645378.3291764691,2282164.7498358297,3529926.83971208,248.3752016270426,408.48483573373124,0.0,14410.893413410351,,2310.2999126548466,1417.3807993675448,450.5649318771558,322.2719558301296,1139.241627297592,1762.232318981951
Naugatuck School District,0880011,2024,83820135.0,17922.0,4677.0,4211.0,4550.0,2097805.0,0.0,0.0,51945923.0,,5783914.0,5021831.0,6321405.0,705619.0,6078677.0,5864962.0,498.0,0.0,0.0,11107.0,,1374.0,1104.0,1501.0,168.0,1444.0,1393.0,313.698,1.026343808376209,18394.13373371842,86028276.57450798,2153069.172930653,0.0,0.0,53314376.44143731,,5936284.322080473,5154125.153561707,6487934.88198841,724207.6917226122,6238812.50206887,6019467.435061748,511.1192165713521,0.0,0.0,11399.600679634554,,1410.1963927089114,1133.0835644473348,1540.5420563726898,172.42575980720312,1482.040459295246,1429.6969250680593
New Beginnings Inc Family Academy District,2800013,2024,7245950.0,18485.0,392.0,392.0,392.0,208065.0,0.0,0.0,4482132.0,,541175.0,4595.0,1211456.0,0.0,416722.0,381805.0,531.0,0.0,0.0,11434.0,,1381.0,12.0,3090.0,0.0,1063.0,974.0,313.698,1.026343808376209,18971.965297834224,7436835.918303592,213546.22448979595,0.0,0.0,4600208.426524875,,555431.6104979949,4716.049799488681,1243370.3647202088,0.0,427700.0445141506,391863.1977570785,544.988562247767,0.0,0.0,11735.215104973575,,1417.3807993675448,12.316125700514508,3171.402367882486,0.0,1091.0034683039103,999.6588693584276
New Britain School District,0890011,2024,228141764.0,19901.0,11464.0,9790.0,8222.0,6721656.0,628484.0,0.0,154473548.0,,23638135.0,15050236.0,4942189.0,7625268.0,7589108.0,7473139.0,687.0,64.0,0.0,13475.0,,2415.0,1830.0,505.0,779.0,775.0,763.0,313.698,1.026343808376209,20425.268130494936,234151886.9134263,6898730.017634796,645040.6620635134,0.0,158542969.54770514,,24260853.49881096,15446716.533200724,5072385.079975008,7826146.599009239,7789034.006898356,7670009.941784775,705.0981963544557,65.68600373607738,0.0,13829.982817869417,,2478.620297228545,1878.2091693284626,518.3036232299855,799.5218267250668,795.416451491562,783.1003257910476
New Canaan School District,0900011,2024,107764341.0,26175.0,4117.0,4098.0,3759.0,5176713.0,2434467.0,215340.0,62085139.0,,9418890.0,7994860.0,1771976.0,4167896.0,5037186.0,9461874.0,1263.0,594.0,53.0,15080.0,,2298.0,2127.0,432.0,1017.0,1229.0,2309.0,313.698,1.026343808376209,26864.549184247273,110603264.14909245,5313087.33529063,2498600.132146205,221012.87569573286,63720698.00482631,,9667019.433276592,8205475.059834619,1818656.5961912414,4277694.253555968,5169884.662739323,9711135.795535835,1296.2722299791521,609.6482221754682,54.39622184393908,15477.264630313233,,2358.5380716485283,2183.0332804161967,443.38052521852234,1043.7916531186047,1261.376540494361,2369.8278535406666
New Fairfield School District,0910011,2024,48364920.0,22155.0,2183.0,2144.0,2222.0,1542219.0,0.0,0.0,27901615.0,,4384588.0,3066330.0,959052.0,2212163.0,2848795.0,5450160.0,719.0,0.0,0.0,12781.0,,2045.0,1380.0,447.0,1032.0,1329.0,2542.0,313.698,1.026343808376209,22738.647074574914,49639036.18461068,1582846.9218101487,0.0,0.0,28636649.79894676,,4500094.746080626,3147108.8099382212,984317.0821108201,2270439.79816894,2923843.1095831026,5593737.97065968,737.9411982224943,0.0,0.0,13117.700214856328,,2098.8730881293477,1416.3544555591686,458.7756823441655,1059.1868102442477,1364.010921331982,2608.9659608923234
New Hartford School District,0920011,2024,10103268.0,21588.0,468.0,452.0,470.0,9226.0,0.0,0.0,6772165.0,,939969.0,835513.0,506668.0,289491.0,568699.0,181536.0,20.0,0.0,0.0,14470.0,,2080.0,1778.0,1121.0,640.0,1258.0,402.0,313.698,1.026343808376209,22156.710135225603,10369426.556165485,9469.047976078906,0.0,0.0,6950569.61705207,,964731.3632155769,857523.5943678316,520015.5647023571,297117.29543063714,583680.6974797418,186318.3495973835,20.526876167524183,0.0,0.0,14851.194907203746,,2134.795121422515,1824.8392912928998,1150.5314091897303,656.8600373607738,1291.140510937271,412.59021096723603
New Haven School District,0930011,2024,417820270.0,21371.0,19551.0,18844.0,21072.0,15086177.0,712580.0,60611.0,271278033.0,,38611549.0,38724951.0,2139192.0,5818432.0,21417132.0,23971613.0,801.0,38.0,3.0,13875.0,,2049.0,1838.0,114.0,309.0,1137.0,1272.0,313.698,1.026343808376209,21933.993528807965,428827247.1285759,15483604.356017573,731352.0709727191,62207.72456949041,278424529.51802695,,39628724.247964606,39745113.688522086,2195546.4641279196,5971711.657658003,21981340.821375977,24603116.579340644,822.1013905093434,39.00106471829594,3.079031425128627,14240.5203412199,,2102.9784633628524,1886.4199197954722,117.00319415488784,317.1402367882486,1166.9529101237497,1305.509324254538
New London School District,0950011,2024,81210273.0,23663.0,3432.0,2893.0,2617.0,2975059.0,806327.0,0.0,43760091.0,,9165902.0,5756797.0,2748899.0,3683750.0,3966485.0,8346961.0,1028.0,279.0,0.0,12751.0,,3168.0,2200.0,950.0,1273.0,1371.0,2885.0,313.698,1.026343808376209,24286.373537606236,83349660.87009163,3053433.3842039164,827568.7239765635,0.0,44912898.45182947,,9407366.765883112,5908452.957028735,2821315.468501553,3780794.0041058604,4070977.320767108,8566851.741107691,1055.081435010743,286.3499225369623,0.0,13086.909900605042,,3251.4571849358304,2257.95637842766,975.0266179573987,1306.535668062914,1407.1173612837827,2961.0018871653633
New Milford School District,0960011,2024,76041096.0,20708.0,3672.0,3583.0,3711.0,4945798.0,1248835.0,69428.0,45739755.0,,6711718.0,5488649.0,1061144.0,1670610.0,3834337.0,5270823.0,1380.0,349.0,19.0,12456.0,,1873.0,1479.0,296.0,466.0,1070.0,1471.0,313.698,1.026343808376209,21253.52758385454,78044308.06174092,5076089.154779438,1281734.0699335032,71256.99792794345,46944714.34089475,,6888530.212867153,5633240.917500271,1089098.574195564,1714620.2297113787,3935348.0391778084,5409676.551096915,1416.3544555591686,358.19398912329694,19.50053235914797,12784.13847713406,,1922.3419530886397,1517.9624925884132,303.7977672793579,478.2762147033134,1098.1878749625437,1509.7517421214036
Newington School District,0940011,2024,89265932.0,21922.0,4072.0,3872.0,3446.0,1048782.0,913771.0,0.0,56961892.0,,9388670.0,4486334.0,3928357.0,1311649.0,5331163.0,5895314.0,271.0,236.0,0.0,13989.0,,2425.0,1302.0,1015.0,339.0,1377.0,1523.0,313.698,1.026343808376209,22499.508967223257,91617536.6071317,1076410.9120364173,937843.2081237369,0.0,58462485.16759432,,9636003.323387463,4604521.123207672,4031844.8840413396,1346202.8299128462,5471606.136494336,6050619.022333583,278.1391720699527,242.21713877678533,0.0,14357.523535374788,,2488.883735312307,1336.2996385058243,1041.7389655018521,347.93055103953486,1413.27542413404,1563.1216201569664
Newtown School District,0970011,2024,89830140.0,22491.0,3994.0,3934.0,3987.0,2400013.0,1392309.0,0.0,50478880.0,,10673792.0,5371882.0,1727184.0,2644397.0,4482843.0,10658840.0,610.0,354.0,0.0,12639.0,,2713.0,1347.0,439.0,672.0,1140.0,2709.0,313.698,1.026343808376209,23083.498594189317,92196607.99456804,2463238.4825724107,1428987.7214964712,0.0,51808685.94176565,,10954980.331095513,5513397.830027607,1772684.6043264542,2714060.487838622,4600938.15697263,10939634.438472673,626.0697231094875,363.325708165178,0.0,12971.959394066907,,2784.470752124655,1382.4851098827537,450.5649318771558,689.7030392288125,1170.0319415488784,2780.3653768911504
Norfolk School District,0980011,2024,2908950.0,49304.0,59.0,56.0,57.0,0.0,100.0,27945.0,1534152.0,,487592.0,170600.0,218570.0,164963.0,247499.0,57529.0,0.0,2.0,499.0,26003.0,,8707.0,2993.0,3903.0,2946.0,4420.0,1027.0,313.698,1.026343808376209,50602.855128180614,2985582.8213759735,0.0,102.63438083762091,28681.177725073165,1574567.4063079779,,500437.03021377255,175094.25370898127,224327.966196788,169308.75366116458,254019.06622930337,59044.53295207493,0.0,2.052687616752418,512.1455603797283,26688.018049206567,,8936.375539531653,3071.8470184699936,4005.819884092344,3023.608859476312,4536.439633022844,1054.0550912023668
North Branford School District,0990011,2024,36512561.0,23080.0,1582.0,1534.0,1544.0,2818136.0,0.0,0.0,20162174.0,,3852599.0,3047023.0,815494.0,804871.0,2035994.0,2976271.0,1837.0,0.0,0.0,12745.0,,2511.0,1973.0,532.0,525.0,1327.0,1940.0,313.698,1.026343808376209,23688.015097322907,37474440.910308644,2892376.4347620965,0.0,0.0,20693322.448303785,,3954091.1298063747,3127293.190029902,836977.2176679482,826074.3673915678,2089629.8357911115,3054677.3128996682,1885.393575987096,0.0,0.0,13080.751837754784,,2577.149302832661,2024.9763339262606,546.0149060561432,538.8304993975098,1361.9582337152294,1991.1069882498457
North Canaan School District,1000011,2024,6267440.0,25170.0,249.0,244.0,267.0,146341.0,27310.0,0.0,4262519.0,,785067.0,309213.0,243266.0,104101.0,316360.0,73263.0,600.0,112.0,0.0,17119.0,,3217.0,1158.0,997.0,427.0,1297.0,300.0,313.698,1.026343808376209,25833.073656829183,6432548.238369388,150196.17926158282,28029.44940675427,0.0,4374809.983735951,,805748.6546104853,317358.84801943274,249674.55288844687,106843.41679577174,324694.1272178975,75193.0264330662,615.8062850257254,114.95050653813541,0.0,17569.979655592324,,3301.7480315462644,1188.5061300996501,1023.2647769510804,438.24880617664127,1331.1679194639432,307.9031425128627
North Haven School District,1010011,2024,65274020.0,19720.0,3310.0,3225.0,3272.0,3540570.0,890265.0,0.0,37947697.0,,5574393.0,4241660.0,982284.0,1946159.0,4343709.0,5807284.0,1098.0,276.0,0.0,11465.0,,1728.0,1296.0,305.0,603.0,1347.0,1801.0,313.698,1.026343808376209,20239.499901178842,66993586.27482484,3633842.0976225547,913717.9705640458,0.0,38947383.858086444,,5721243.741005681,4353401.478237031,1008161.1014670162,1997428.2397656348,4458138.837538015,5960269.976882225,1126.9255015970775,283.2708911118337,0.0,11767.031763033237,,1773.5221008740893,1330.141575655567,313.03486155474377,618.8853164508541,1382.4851098827537,1848.4451988855526
North Stonington School District,1020011,2024,15618370.0,20659.0,756.0,736.0,579.0,14695.0,0.0,0.0,9889560.0,,1113587.0,1163077.0,1063348.0,249299.0,882382.0,1242423.0,20.0,0.0,0.0,13081.0,,1513.0,2009.0,1445.0,339.0,1199.0,1688.0,313.698,1.026343808376209,21203.236737244104,16029817.346428733,15082.122264088393,0.0,0.0,10150088.673565023,,1142923.1225382376,1193716.8776147761,1091360.6359492252,255866.48508438055,905627.3023226161,1275153.1534341949,20.526876167524183,0.0,0.0,13425.603357369191,,1552.8581820732043,2061.9247110278043,1483.066803103622,347.93055103953486,1230.5862262430746,1732.468348539041
Norwalk School District,1030011,2024,266848583.0,22245.0,11996.0,11453.0,7261.0,4854044.0,0.0,200000.0,172584257.0,,33720266.0,11552277.0,778018.0,10453367.0,10903836.0,21802517.0,424.0,0.0,17.0,14387.0,,2944.0,1591.0,68.0,913.0,952.0,1904.0,313.698,1.026343808376209,22831.01801732877,273878390.93601495,4981918.004985687,0.0,205268.7616752418,177130783.59515843,,34608586.225898795,11856607.971596887,798513.9571052415,10728748.497134188,11191084.566149611,22376878.32996704,435.16977475151265,0.0,17.447844742395553,14766.00837110852,,3021.5561718595595,1632.9129991265486,69.79137896958221,937.0518970474789,977.079305574151,1954.158611148302
Norwich School District,1040011,2024,122163574.0,23566.0,5184.0,3248.0,5423.0,1697777.0,383702.0,0.0,88366694.0,,4712824.0,10898957.0,3689137.0,1216475.0,2395793.0,8802214.0,523.0,118.0,0.0,17046.0,,1451.0,2010.0,1136.0,375.0,738.0,2710.0,313.698,1.026343808376209,24186.81818819374,125381827.78400885,1742502.9119535352,393810.1719615682,0.0,90694609.2535751,,4836977.732366799,11186077.034708543,3786322.918201583,1248521.5842944488,2458907.311701063,9034097.838902384,536.7778117807574,121.10856938839267,0.0,17495.05655758086,,1489.2248659538793,2062.9510548361804,1165.9265663153735,384.8789281410784,757.4417305816423,2781.3917206995266
Odyssey Community School District,2630013,2024,5636679.0,15234.0,370.0,370.0,0.0,119036.0,0.0,0.0,3412144.0,,691487.0,0.0,162386.0,84175.0,595442.0,572009.0,322.0,0.0,0.0,9222.0,,1869.0,0.0,439.0,228.0,1609.0,1546.0,313.698,1.026343808376209,15635.32157680317,5785170.591454202,122171.86157387042,0.0,0.0,3502032.8676880314,,709703.4010226397,0.0,166663.86566697908,86392.4900700674,611128.2099471467,587077.8954854669,330.4827062971393,0.0,0.0,9464.942600845401,,1918.2365778551348,0.0,450.5649318771558,234.00638830977567,1651.3871876773205,1586.7275277496192
Old Saybrook School District,1060011,2024,28896093.0,27652.0,1045.0,1026.0,981.0,1225868.0,0.0,50000.0,16699631.0,,3271261.0,1315511.0,706185.0,1572416.0,1636401.0,2418819.0,1195.0,0.0,49.0,15981.0,,3188.0,1341.0,688.0,1533.0,1595.0,2358.0,313.698,1.026343808376209,28380.458989218932,29657326.136813115,1258162.0316865267,0.0,51317.19041881045,17139562.8790174,,3357438.472932566,1350166.5697007952,724788.6023181533,1613839.4257916852,1679510.034370637,2482539.904232734,1226.48085100957,0.0,50.290846610434244,16402.000401660196,,3271.9840611033546,1376.3270470324965,706.1245401628319,1573.3850582407285,1637.0183743600535,2420.118700151101
Orange School District,1070011,2024,25209793.0,19558.0,1289.0,1281.0,1235.0,245439.0,0.0,64766.0,13638777.0,,2535640.0,1268853.0,721776.0,1021433.0,1022750.0,4690358.0,192.0,0.0,51.0,10581.0,,1979.0,1027.0,563.0,797.0,798.0,3661.0,313.698,1.026343808376209,20073.2322042219,25873914.9559959,251904.79798404837,0.0,66472.18309329356,13998074.327773849,,2602438.4142710506,1302279.420289578,740790.3286345467,1048341.4352211364,1049693.130016768,4813919.892367819,197.05801120823213,0.0,52.343534227186666,10859.743836428668,,2031.1343967765179,1054.0550912023668,577.8315641158057,817.9960152758387,819.0223590842148,3757.4446824653014
Oxford School District,1080011,2024,36775619.0,21221.0,1733.0,1658.0,1667.0,1654578.0,517926.0,0.0,22339260.0,,3147035.0,2241669.0,913496.0,1301320.0,2265519.0,2394815.0,998.0,312.0,0.0,12891.0,,1898.0,1345.0,551.0,785.0,1366.0,1444.0,313.698,1.026343808376209,21780.041957551533,37744428.85985247,1698165.8857754914,531570.1432970564,0.0,22927761.18470631,,3229939.8869932233,2300723.0985788885,937560.9635764335,1335601.7247161283,2325201.3984086607,2457903.5474564712,1024.2911207594566,320.21926821337723,0.0,13230.598033777711,,1948.0005482980448,1380.4324222660011,565.5154384152912,805.6798895753242,1401.9856422419016,1482.040459295246
Park City Prep Charter School District,2830013,2024,6740970.0,16727.0,403.0,403.0,326.0,438718.0,0.0,0.0,4244398.0,,1402673.0,215766.0,147796.0,68206.0,0.0,223413.0,1089.0,0.0,0.0,10532.0,,3481.0,662.0,367.0,169.0,0.0,554.0,313.698,1.026343808376209,17167.652882708848,6918552.821949774,450275.5029231937,0.0,0.0,4356211.607584365,,1439624.7487264823,221450.09815810114,151689.5095027702,70002.80579410771,0.0,229298.549260754,1117.6884073216918,0.0,0.0,10809.452989818234,,3572.702796957584,679.4396011450505,376.6681776740687,173.45210361557935,0.0,568.5944698404198
Plainfield School District,1090011,2024,41805074.0,20655.0,2024.0,1880.0,1799.0,2508420.0,557028.0,0.0,23051362.0,,3762478.0,3319344.0,495301.0,2914039.0,2196301.0,3000799.0,1334.0,296.0,0.0,11389.0,,2001.0,1845.0,263.0,1550.0,1168.0,1596.0,313.698,1.026343808376209,21199.131362010598,42906378.858609244,2574501.3358070506,571702.2388921829,0.0,23658622.663338628,,3861595.9994517025,3406788.162270719,508349.11463254475,2990805.8850168,2254159.9326804765,3079851.47383152,1369.1426403738628,303.7977672793579,0.0,11689.029633596645,,2053.7139605607945,1893.6043264541058,269.928421602943,1590.832902983124,1198.7695681834123,1638.0447181684297
Plainville School District,1100011,2024,49419837.0,21283.0,2322.0,2241.0,1420.0,607899.0,0.0,0.0,30927243.0,,3525179.0,2528358.0,775837.0,7533437.0,2172962.0,1348920.0,271.0,0.0,0.0,13319.0,,1573.0,1781.0,346.0,3362.0,970.0,602.0,313.698,1.026343808376209,21843.67527367086,50721743.715911485,623913.3747680892,0.0,0.0,31741984.363196455,,3618045.6400678363,2594964.578658455,796275.5012591729,7731896.4207422435,2230206.094536784,1384455.689994836,278.1391720699527,0.0,0.0,13669.87318376273,,1614.4388105757769,1827.9183227180283,355.1149576981683,3450.5678837608148,995.5534941249228,617.8589726424779
Plymouth School District,1110011,2024,29238454.0,20751.0,1409.0,1272.0,1504.0,1234073.0,0.0,0.0,16841619.0,,3468155.0,2078617.0,1156916.0,849438.0,1466362.0,2143275.0,970.0,0.0,0.0,11953.0,,2727.0,1382.0,910.0,668.0,1153.0,1685.0,313.698,1.026343808376209,21297.660367614713,30008706.229392603,1266583.1826342535,0.0,0.0,17285291.383681122,,3559519.4107389916,2133375.6879355307,1187393.5734113704,871815.4318994703,1504991.5595381546,2199737.0258975197,995.5534941249228,0.0,0.0,12267.887541520828,,2798.8395654419223,1418.407143175921,933.9728656223502,685.5976639953077,1183.374411057769,1729.3893171139123
Pomfret School District,1120011,2024,11868754.0,22226.0,534.0,347.0,541.0,211781.0,0.0,0.0,8154505.0,,1114834.0,750847.0,182315.0,403931.0,507388.0,543153.0,610.0,0.0,0.0,15271.0,,3213.0,1388.0,525.0,1164.0,1462.0,1565.0,313.698,1.026343808376209,22811.517484969623,12181422.181040365,217360.11808172194,0.0,0.0,8369325.717122839,,1144202.9732672826,770627.1694878514,187117.87142410857,414572.08086121053,520754.53224438796,557461.7185509631,626.0697231094875,0.0,0.0,15673.296297713088,,3297.6426563127598,1424.5652060261782,538.8304993975098,1194.6641929499074,1500.5146478460176,1606.2280601087673
